Molecule ChEMBL ID,Smiles,IC50_nM,pIC50
CHEMBL3905335,COc1cc(F)ccc1-c1nc(Nc2cc(CS(C)(=N)=O)cc(C(F)(F)F)c2)ncc1F,180.0,6.75
CHEMBL1081831,N[C@H](CNc1ncc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1,185.0,6.73
CHEMBL4793573,C=CC(=O)NC1CCC(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)CC1,185.0,6.73
CHEMBL3972676,CN1CCN(C(=O)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,187.0,6.73
CHEMBL2011934,COc1ccc(-c2nc3c(NCCCN(C)C(=O)C4CCC4)c(Br)cnc3[nH]2)cc1,187.0,6.73
CHEMBL5512555,CC(=O)N1CCC(C(=O)Nc2ccc(CNc3nc(NC4CCOCC4)nc4c(C(C)C)cnn34)cc2)CC1,187.6,6.73
CHEMBL1823630,N[C@H](CNc1nnc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1,190.0,6.72
CHEMBL5411187,COc1ccc(Cc2nnc(N3CCN(C(=S)Nc4cccc(Cl)c4)CC3)c3ccccc23)cc1,188.71,6.72
CHEMBL292864,O=C1Nc2ccc(Br)cc2/C1=C/c1[nH]cc2c1CCOC2=O,190.0,6.72
CHEMBL4161364,N=c1[nH]c(=O)[nH]c2c1cnn2-c1ccc(S(N)(=O)=O)cc1,190.0,6.72
CHEMBL5284748,NC[C@@H](CNc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1)c1ccccc1,190.0,6.72
CHEMBL392775,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(Cl)c3)c(O)c(=O)c2c1,190.0,6.72
CHEMBL5415967,O=C(Nc1ccc(N2CCNCC2)cc1)c1n[nH]cc1Nc1cc(C2CC2)ncn1,193.21,6.71
CHEMBL5759958,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCCC1,193.0,6.71
CHEMBL419720,CN(C)CC(O)COc1ccc(Nc2ncc(Br)c(N(CCCC(F)(F)F)c3ccccc3)n2)cc1,200.0,6.7
CHEMBL1080892,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4C(F)(F)F)s3)cc12,198.0,6.7
CHEMBL84436,CC(C)n1cnc2c(NCc3ccccc3)nc(NC[C@@H](C)O)nc21,200.0,6.7
CHEMBL402910,CCN(CC)c1ccc2[nH]nc(NC(=O)Cc3ccccc3)c2c1,200.0,6.7
CHEMBL1630118,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1,200.0,6.7
CHEMBL510566,C[C@@H]1CNC[C@@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1,200.0,6.7
CHEMBL1922123,CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,200.0,6.7
CHEMBL3895782,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCN(C5CCC5)CC4)cn3)nc12,202.0,6.7
CHEMBL3937866,COc1cc(F)ccc1-c1nc(Nc2cc(CS(C)(=O)=NC#N)cc(C(F)(F)F)c2)ncc1F,200.0,6.7
CHEMBL2035046,C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,200.0,6.7
CHEMBL430703,CC(C)c1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,199.99,6.7
CHEMBL1800459,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCNCC2)n1,200.0,6.7
CHEMBL1809113,N#Cc1ccc(F)c(-c2c[nH]c(=O)c3cc(-c4ccncc4)sc23)c1,199.53,6.7
CHEMBL312018,O=C1Nc2ccc(F)c3ccc(-c4ccc[nH]4)c1c23,204.0,6.69
CHEMBL3943554,CC(C)C1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CCN1,204.0,6.69
CHEMBL3942483,O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCN(CC5CC5)CC4)cn3)nc12,203.0,6.69
CHEMBL72461,Cc1nc2ccccn2c1-c1ccnc(Nc2ccccc2)n1,210.0,6.68
CHEMBL5555560,CCC(=O)Nc1ccc(CNc2nc(NC(CO)CO)nc3c(C(C)C)cnn23)cc1,206.7,6.68
CHEMBL5774696,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N)C5)ncc3F)cc2n1C1CC1,207.0,6.68
CHEMBL6038282,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H]4CCCN4)C5)ncc3F)cc2n1C1CC1,212.0,6.67
CHEMBL5555057,CC(=O)Nc1ccc(CNc2nc(NC3CCCNC3)nc3c(C(C)C)cnn23)cc1,214.4,6.67
CHEMBL365046,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=S)c1ccccc1,214.0,6.67
CHEMBL6014795,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CCCN4)C5)ncc3F)cc2n1C1CC1,212.0,6.67
CHEMBL5419652,N#Cc1ccc(Nc2nccc(C(=O)Nc3cnccc3-c3ccc(F)cc3)n2)cc1,220.0,6.66
CHEMBL3917892,CCS(=N)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,220.0,6.66
CHEMBL563366,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N(C)C)c3)nc1-2,220.0,6.66
CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,220.0,6.66
CHEMBL102636,COc1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,220.0,6.66
CHEMBL482211,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncc(C(C)C)n2n1,220.0,6.66
CHEMBL4077967,CN(C)Cc1ccc2ccc(Cl)c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c2c1,220.0,6.66
CHEMBL3962241,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=N)=O)c2)ncc1F,220.0,6.66
CHEMBL3944304,COc1cc(F)ccc1-c1nc(Nc2cccc(CS(=O)(=NC#N)C3CC3)c2)ncc1F,220.0,6.66
CHEMBL1922120,CCC(O)[C@@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,220.0,6.66
CHEMBL3953160,COc1cc(F)ccc1-c1nc(Nc2cc(C)cc(CS(C)(=O)=NC#N)c2)ncc1F,220.0,6.66
CHEMBL112442,CCCC(=O)Nc1cc(C2CC2)[nH]n1,223.87,6.65
CHEMBL2035049,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,230.0,6.64
CHEMBL365847,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,230.0,6.64
CHEMBL3912866,COc1cc(F)ccc1-c1nc(Nc2cc(CS(C)(=N)=O)cc(C(F)(F)C(F)(F)F)c2)ncc1F,230.0,6.64
CHEMBL251796,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)[C@@H](C)N)CC1,230.0,6.64
CHEMBL516003,O=C(Nc1ccccc1F)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1,230.0,6.64
CHEMBL519715,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC,230.0,6.64
CHEMBL496162,CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1,230.0,6.64
CHEMBL4756595,COc1cc(F)ccc1-c1cc(Nc2cc(CS(C)(=N)=O)ccn2)ncc1F,231.0,6.64
CHEMBL5175160,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@H]2CCC[C@@H]2C)C(=O)C32CC2)cc1,230.0,6.64
CHEMBL524629,CC(C)(C)c1cnc(CSc2cnc(NCC3CCNCC3)s2)o1,229.0,6.64
CHEMBL5202522,Nc1nc(N[C@H]2CC3CCC2C3)sc1C(=O)c1ccccc1[N+](=O)[O-],233.0,6.63
CHEMBL6141840,COCCN1CCC(c2cc3c(-c4cnn(CC5CC5)c4)c(Cl)cnc3[nH]2)CC1,235.5,6.63
CHEMBL4449998,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1CC1CC1,232.0,6.63
CHEMBL3822583,CC(=O)N1CCC(n2ncc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c2C)CC1,232.0,6.63
CHEMBL477038,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)ccc21,237.0,6.62
CHEMBL3960348,COc1cc(F)ccc1-c1nc(Nc2cccc(CS(C)(=O)=NC#N)c2)ncc1F,240.0,6.62
CHEMBL5407116,S=C(Nc1ccccc1)N1CCN(c2nnc(Cc3ccccc3)c3ccccc23)CC1,239.7,6.62
CHEMBL5170195,COc1cc(F)ccc1-c1ccnc2[nH]c(-c3ccc(CN4CCOCC4)cc3)cc12,240.0,6.62
CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,240.0,6.62
CHEMBL482368,COc1cc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)ccc1N,247.0,6.61
CHEMBL560839,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N4CCOCC4)c3)nc1-2,248.0,6.61
CHEMBL210581,COCCOCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,247.0,6.61
CHEMBL5828906,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](C)N)C5)ncc3F)cc2n1C1CC1,249.0,6.6
CHEMBL3949630,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(=O)(=NC#N)C3CC3)c2)ncc1F,250.0,6.6
CHEMBL1800460,CN(C)c1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,250.0,6.6
CHEMBL1809110,O=c1[nH]cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3cn[nH]c3)cc12,251.19,6.6
CHEMBL556214,Cc1nnc2sc(Cc3sc(N)nc3O)nn12,250.0,6.6
CHEMBL4752238,C=CC(=O)Nc1ccc(O[C@@H]2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c(C(F)(F)F)c1,251.0,6.6
CHEMBL206659,CS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,250.0,6.6
CHEMBL232749,Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1,250.0,6.6
CHEMBL417228,COc1ccc2c(c1)/C(=C/c1[nH]cc3c1CCNC3=O)C(=O)N2,250.0,6.6
CHEMBL5406341,Cn1cc(CCNc2ccc([N+](=O)[O-])cc2C(=O)O)c2ccc(Br)cc21,250.0,6.6
CHEMBL3823301,CC(=O)N1CCC(n2ncc(Nc3ncc(Cl)c(-c4cnn5ccccc45)n3)c2C)CC1,254.0,6.59
CHEMBL3986852,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCN(CC5CC5)CC4)cn3)nc12,265.0,6.58
CHEMBL5940888,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,264.0,6.58
CHEMBL382607,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)n3ncnc3n2)CC1,260.0,6.58
CHEMBL4756935,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,264.0,6.58
CHEMBL210765,CN1CCN(CCC(=O)NS(=O)(=O)c2ccc(Nc3nc(N)n(C(=O)c4c(F)cccc4F)n3)cc2)CC1,266.0,6.58
CHEMBL5573043,CNCc1ccc(-n2cc(-c3nc(NC4CCN(S(C)(=O)=O)CC4)ncc3C(F)(F)F)cn2)c(Cl)c1,263.0,6.58
CHEMBL6144286,Cn1cc(-c2c(Cl)cnc3[nH]c(C4CCNCC4)cc23)cn1,266.9,6.57
CHEMBL212049,Cc1cnc(OC2CCCCC2)nc1-c1cnc(Nc2ccccn2)s1,270.0,6.57
CHEMBL5281785,O=C(Nc1n[nH]c2ccc(-c3cncc(NC[C@H](O)c4ccccc4)c3)cc12)c1ccccc1,269.0,6.57
CHEMBL57446,Cc1cccc2c1/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,270.0,6.57
CHEMBL380331,NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,270.0,6.57
CHEMBL2035052,C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC/1,270.0,6.57
CHEMBL5807535,C=CC(=O)NCc1ccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,267.0,6.57
CHEMBL3978185,CS(=N)(=O)Cc1cccc(Nc2ncc(F)c(-c3cccc4c3OCCC4)n2)c1,270.0,6.57
CHEMBL1082016,Cn1c(=O)[nH]c2ccc(-c3cnc(NC[C@@H](N)Cc4ccc(C(F)(F)F)cc4)s3)cc21,276.0,6.56
CHEMBL1964252,Cc1cccc(C)c1NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccc4ncsc4c32)cc1,281.0,6.55
CHEMBL5832188,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCCCC1,281.0,6.55
CHEMBL1688215,Nc1nccc(-c2ccc3c(N)n[nH]c3c2)n1,280.0,6.55
CHEMBL3923419,CCOc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=O)=NC#N)c2)ncc1F,290.0,6.54
CHEMBL1081853,N[C@H](CNc1ncc(-c2ccc3[nH]c(=O)sc3c2)s1)Cc1ccc(C(F)(F)F)cc1,285.0,6.54
CHEMBL4752989,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c1,286.0,6.54
CHEMBL324942,O=C(Nc1cc(C2CC2)n[nH]1)c1ccccc1,289.73,6.54
CHEMBL5398705,O=C(Nc1ccccc1)N1CCN(c2nnc(Cc3ccccc3)c3ccccc23)CC1,285.5,6.54
CHEMBL3955818,CC(C)(C)CCN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,291.0,6.54
CHEMBL3890286,CCN(CC)C1CCN(C(=O)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)C1,288.0,6.54
CHEMBL3655775,CC(C)n1cnc2c(NCc3cccnc3)nc(NC[C@@H](C)O)nc21,290.0,6.54
CHEMBL458548,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN(C)C)cc3)n2)n1C,295.0,6.53
CHEMBL5765752,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C1CCC1,294.0,6.53
CHEMBL5883845,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC1,294.0,6.53
CHEMBL84347,CCN(CC)CCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,294.0,6.53
CHEMBL5423185,O=C(O)c1cc(S(F)(F)(F)(F)F)ccc1NCCc1c[nH]c2ccccc12,300.0,6.52
CHEMBL419534,CN(C)CC(O)COc1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,300.0,6.52
CHEMBL1800462,CN1CCN(c2cc(-c3cc(N4C[C@H](O)[C@@H](O)C4)ccc3O)nc(N)n2)CC1,300.0,6.52
CHEMBL293113,O=C1Nc2ccc(F)cc2/C1=C/c1[nH]cc2c1CCNC2=O,300.0,6.52
CHEMBL5417371,COc1ccc(C(=O)N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)cc1,301.0,6.52
CHEMBL5935906,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,301.0,6.52
CHEMBL5932825,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CC1,304.0,6.52
CHEMBL5269468,C[C@@H](CO)Nc1nc(N)c(/[N+]([O-])=N/C#N)c(OCC2CCCCC2)n1,300.0,6.52
CHEMBL45477,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc([N+](=O)[O-])cc2)C3=O)CC1,310.0,6.51
CHEMBL5424372,COc1ccc(NC(=S)N2CCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)cc1,307.77,6.51
CHEMBL5867735,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CN(CCN(C)C)C5=O)ncc3F)cc2n1C(C)C,306.0,6.51
CHEMBL2348154,Nc1nccc(-n2cc(-c3cccnc3Cl)c3cnccc32)n1,310.0,6.51
CHEMBL5409788,COc1ccc(Cc2nnc(N3CCN(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)CC3)c3ccccc23)cc1,305.17,6.51
CHEMBL4797409,C=CC(=O)Nc1cccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c1,312.0,6.51
CHEMBL272414,CN(C)c1ccc2c(c1)/C(=C/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,310.0,6.51
CHEMBL2348164,Nc1nccc(-n2cc(-c3ccccc3)c3cnccc32)n1,310.0,6.51
CHEMBL5839538,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C1CC1,314.0,6.5
CHEMBL5532122,CC[C@H](CO)Nc1nc(NCc2ccc(NC(C)=O)cc2)n2ncc(C(C)C)c2n1,316.9,6.5
CHEMBL5177986,Cn1cc(S(=O)(=O)N2CCC(Nc3ncc4c(n3)N([C@@H]3CCC[C@@H](O)C3)C(=O)C43CC3)CC2)cn1,316.0,6.5
CHEMBL1169805,Cc1cc(CNC(=O)c2nn(C)c3c2CCc2cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc2-3)ccn1,319.0,6.5
CHEMBL5757792,C=C(CCN(C)C)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,314.0,6.5
CHEMBL3421981,c1cc2c(-c3ccnc4[nH]ccc34)c[nH]c2cn1,314.0,6.5
CHEMBL2035047,CN1C/C=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)C1,320.0,6.5
CHEMBL5872006,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,317.0,6.5
CHEMBL5557963,CCC(=O)Nc1ccc(CNc2nc(NC3CCOCC3)nc3c(C(C)C)cnn23)cc1,316.3,6.5
CHEMBL4649135,CCn1cnc2c(NCc3nc4ccc(F)c(F)c4[nH]3)nc(N3CCCC[C@H]3CCO)nc21,321.0,6.49
CHEMBL1076581,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(Cl)cc1Cl,323.0,6.49
CHEMBL189607,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1ccccc1,324.0,6.49
CHEMBL6161225,CC(C)N1CCC(c2cc3c(-c4cnn(CC5CC5)c4)c(Cl)cnc3[nH]2)CC1,333.9,6.48
CHEMBL561179,Nc1ccc(-c2nn3c(COc4ccc(Cl)cc4)nnc3s2)cc1,330.0,6.48
CHEMBL5950277,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C1CC1,334.0,6.48
CHEMBL3949057,CCOC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3cccc4c3OCCC4)n2)c1,330.0,6.48
CHEMBL2035182,COCCOc1ccc2cc1CN(C)C/C=C/COCc1ccc(s1)-c1ccnc(n1)N2,330.0,6.48
CHEMBL4788401,C=CC(=O)Nc1ccc(O[C@@H]2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,334.0,6.48
CHEMBL3932396,COCCOC(=O)N=S(C)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,330.0,6.48
CHEMBL4777981,COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CCN([C@H]4CC[C@H](C(=O)O)CC4)CC3)cc12,328.0,6.48
CHEMBL4115060,C[C@@H](O)CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,342.0,6.47
CHEMBL5418073,S=C(Nc1ccc(Cl)cc1)N1CCN(c2nnc(Cc3ccccc3)c3ccccc23)CC1,340.87,6.47
CHEMBL318522,O=C(Nc1n[nH]c2cc(-c3cccs3)ccc12)C1CC1,341.0,6.47
CHEMBL445607,O=C1Nc2cccc(CCO)c2/C1=C/c1[nH]cc2c1CCNC2=O,340.0,6.47
CHEMBL3972796,CCOC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3cccc4c3OCC4)n2)c1,350.0,6.46
CHEMBL5198038,CC(C)n1cc(-c2ccnc3[nH]c(C4CCN(CC(=O)N(C)C)CC4)cc23)ccc1=O,350.0,6.46
CHEMBL5774515,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)OCCN(C)C)C5)ncc3F)cc2n1C1CC1,346.0,6.46
CHEMBL1081119,N[C@H](CNc1nnc(-c2ccc3cnccc3c2)o1)Cc1ccc(C(F)(F)F)cc1,348.0,6.46
CHEMBL2011935,COc1ccc(-c2nc3c(NCCCNC(=O)C4CC(O)C4)c(Br)cnc3[nH]2)cc1,345.0,6.46
CHEMBL497306,COc1cccc(F)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1,350.0,6.46
CHEMBL5190046,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H]2CCC[C@@]2(C)O)C(=O)C32CC2)cc1,350.0,6.46
CHEMBL5440832,COc1ccc(Cc2nnc(N3CCN(C(=O)Nc4ccc(OC)cc4)CC3)c3ccccc23)cc1,344.53,6.46
CHEMBL203407,NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1,350.0,6.46
CHEMBL5555666,CC[C@@H](CO)Nc1nc(NCc2ccc(NC(=O)C3CCOCC3)cc2)n2ncc(C(C)C)c2n1,358.4,6.45
CHEMBL4445727,CCn1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21,358.0,6.45
CHEMBL5531956,CC[C@@H](CO)Nc1nc(NCc2ccc(NC(C)=O)cc2)n2ncc(C(C)C)c2n1,351.4,6.45
CHEMBL1800458,Nc1nc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)cc(C2CCCNC2)n1,360.0,6.44
CHEMBL5950426,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)N(C)CCN(C)C)C5)ncc3F)cc2n1C1CC1,364.0,6.44
CHEMBL405042,C/C(Nc1ccc(S(N)(=O)=O)cc1)=C1/C(=O)Nc2ccccc21,360.0,6.44
CHEMBL3823522,COc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,361.0,6.44
CHEMBL1823663,CN1CC([C@@H](NC(=O)c2ccc3cnccc3c2)c2ccc(Cl)c(Cl)c2)C1,360.0,6.44
CHEMBL5981421,CCN1CCC(COc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc6n(c5c4)C(C)(C)CC6)n3)nc2)CC1,368.0,6.43
CHEMBL5207533,C[C@H]1CC[C@@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1,375.0,6.43
CHEMBL503917,N#Cc1cnn2cccnc12,370.0,6.43
CHEMBL4062453,CN(C)CCn1cc(-c2ccn3c(-c4ccc(C(N)=O)c(OCc5cccc(F)c5)c4)cnc3c2)cn1,370.0,6.43
CHEMBL2011928,COc1ccc(-c2nc3c(NCCCNC(C)=O)c(Br)cnc3[nH]2)cc1,370.0,6.43
CHEMBL5421048,Cn1cc(CCNc2ccc([N+](=O)[O-])cc2C(=O)O)c2ccc(F)cc21,370.0,6.43
CHEMBL3913590,CC(C)N1CCN(C(=O)c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,367.0,6.43
CHEMBL5754925,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](O)CN(C)C)C5)ncc3F)cc2n1C1CC1,371.0,6.43
CHEMBL3934257,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(=N)(=O)C3CC3)c2)ncc1F,380.0,6.42
CHEMBL82603,Cc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,376.0,6.42
CHEMBL3823007,Cc1nn(C2CCNCC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,392.0,6.41
CHEMBL2163607,N[C@H]1CC[C@H](Nc2cc(Nc3ccccc3Cl)n3nccc3n2)CC1,390.0,6.41
CHEMBL6146765,COCC(C)N1CCC(c2cc3c(-c4cnn(CC5CC5)c4)c(Cl)cnc3[nH]2)CC1,393.6,6.41
CHEMBL3822543,Cc1c(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)cnn1C1CCNCC1,392.0,6.41
CHEMBL3648098,C[C@H](CO)Nc1nc(Nc2ccc(S(C)(=O)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br,390.0,6.41
CHEMBL1922211,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,390.0,6.41
CHEMBL5431456,COc1ccc(Cc2nnc(N3CCN(C(=S)Nc4ccc(OC)cc4)CC3)c3ccccc23)cc1,396.35,6.4
CHEMBL485602,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C)n2)cc1,400.0,6.4
CHEMBL555229,Sc1nn2c(COc3ccc(Cl)cc3)nnc2s1,400.0,6.4
CHEMBL5527858,CC(=O)Nc1ccc(CNc2nc(N3CCC[C@@H](O)C3)nc3c(C(C)C)cnn23)cc1,398.4,6.4
CHEMBL5569715,CC(C)(O)Cn1cc(-c2nc(NC3CCN(S(=O)(=O)C4CC4)CC3)ncc2C(F)(F)F)cn1,398.0,6.4
CHEMBL203571,CCN(CC)c1cc(Nc2ccc(S(N)(=O)=O)cc2)n2ncnc2n1,400.0,6.4
